Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Search_Query
1101,2023-12-07 03:59:12.628842,1,product_search,-,phone
1102,2023-12-07 03:59:12.628842,2,product_search,-,clothing
1103,2023-12-07 03:59:12.628842,3,product_search,-,electronics
1104,2023-12-07 03:59:12.628842,4,product_search,-,shoes
1105,2023-12-07 03:59:12.628842,5,product_search,-,laptop
1106,2023-12-07 03:59:12.628842,6,product_search,-,clothing
1107,2023-12-07 03:59:12.628842,7,product_search,-,electronics
1108,2023-12-07 03:59:12.628842,8,product_search,-,shoes
1109,2023-12-07 03:59:12.628842,9,product_search,-,laptop
1110,2023-12-07 03:59:12.628842,10,product_search,-,clothing
1111,2023-12-07 03:59:12.628842,11,product_search,-,clothing
1112,2023-12-07 03:59:12.628842,12,product_search,-,electronics
1113,2023-12-07 03:59:12.628842,13,product_search,-,phone
1114,2023-12-07 03:59:12.628842,14,product_search,-,laptop
1115,2023-12-07 03:59:12.628842,15,product_search,-,laptop
1116,2023-12-07 03:59:12.628842,16,product_search,-,clothing
1117,2023-12-07 03:59:12.628842,17,product_search,-,clothing
1118,2023-12-07 03:59:12.628842,18,product_search,-,shoes
1119,2023-12-07 03:59:12.628842,19,product_search,-,laptop
1120,2023-12-07 03:59:12.628842,20,product_search,-,phone
1121,2023-12-07 03:59:12.628842,21,product_search,-,electronics
1122,2023-12-07 03:59:12.628842,22,product_search,-,clothing
1123,2023-12-07 03:59:12.628842,23,product_search,-,phone
1124,2023-12-07 03:59:12.628842,24,product_search,-,laptop
1125,2023-12-07 03:59:12.628842,25,product_search,-,clothing
1126,2023-12-07 03:59:12.628842,26,product_search,-,laptop
1127,2023-12-07 03:59:12.628842,27,product_search,-,clothing
1128,2023-12-07 03:59:12.628842,28,product_search,-,phone
1129,2023-12-07 03:59:12.628842,29,product_search,-,phone
1130,2023-12-07 03:59:12.628842,30,product_search,-,clothing
1131,2023-12-07 03:59:12.628842,31,product_search,-,laptop
1132,2023-12-07 03:59:12.628842,32,product_search,-,clothing
1133,2023-12-07 03:59:12.628842,33,product_search,-,laptop
1134,2023-12-07 03:59:12.628842,34,product_search,-,clothing
1135,2023-12-07 03:59:12.628842,35,product_search,-,clothing
1136,2023-12-07 03:59:12.628842,36,product_search,-,phone
1137,2023-12-07 03:59:12.628842,37,product_search,-,clothing
1138,2023-12-07 03:59:12.628842,38,product_search,-,phone
1139,2023-12-07 03:59:12.628842,39,product_search,-,shoes
1140,2023-12-07 03:59:12.628842,40,product_search,-,phone
1141,2023-12-07 03:59:12.628842,41,product_search,-,electronics
1142,2023-12-07 03:59:12.628842,42,product_search,-,laptop
1143,2023-12-07 03:59:12.628842,43,product_search,-,clothing
1144,2023-12-07 03:59:12.628842,44,product_search,-,electronics
1145,2023-12-07 03:59:12.628842,45,product_search,-,clothing
1146,2023-12-07 03:59:12.628842,46,product_search,-,laptop
1147,2023-12-07 03:59:12.628842,47,product_search,-,shoes
1148,2023-12-07 03:59:12.628842,48,product_search,-,laptop
1149,2023-12-07 03:59:12.628842,49,product_search,-,clothing
1150,2023-12-07 03:59:12.628842,50,product_search,-,shoes
1151,2023-12-07 03:59:12.628842,51,product_search,-,clothing
1152,2023-12-07 03:59:12.628842,52,product_search,-,electronics
1153,2023-12-07 03:59:12.628842,53,product_search,-,shoes
1154,2023-12-07 03:59:12.628842,54,product_search,-,phone
1155,2023-12-07 03:59:12.628842,55,product_search,-,phone
1156,2023-12-07 03:59:12.628842,56,product_search,-,phone
1157,2023-12-07 03:59:12.628842,57,product_search,-,shoes
1158,2023-12-07 03:59:12.628842,58,product_search,-,clothing
1159,2023-12-07 03:59:12.628842,59,product_search,-,electronics
1160,2023-12-07 03:59:12.628842,60,product_search,-,phone
1161,2023-12-07 03:59:12.628842,61,product_search,-,laptop
1162,2023-12-07 03:59:12.628842,62,product_search,-,electronics
1163,2023-12-07 03:59:12.628842,63,product_search,-,shoes
1164,2023-12-07 03:59:12.628842,64,product_search,-,electronics
1165,2023-12-07 03:59:12.628842,65,product_search,-,phone
1166,2023-12-07 03:59:12.628842,66,product_search,-,clothing
1167,2023-12-07 03:59:12.628842,67,product_search,-,shoes
1168,2023-12-07 03:59:12.628842,68,product_search,-,shoes
1169,2023-12-07 03:59:12.628842,69,product_search,-,laptop
1170,2023-12-07 03:59:12.628842,70,product_search,-,clothing
1171,2023-12-07 03:59:12.628842,71,product_search,-,shoes
1172,2023-12-07 03:59:12.628842,72,product_search,-,phone
1173,2023-12-07 03:59:12.628842,73,product_search,-,laptop
1174,2023-12-07 03:59:12.628842,74,product_search,-,shoes
1175,2023-12-07 03:59:12.628842,75,product_search,-,electronics
1176,2023-12-07 03:59:12.628842,76,product_search,-,laptop
1177,2023-12-07 03:59:12.628842,77,product_search,-,electronics
1178,2023-12-07 03:59:12.628842,78,product_search,-,electronics
1179,2023-12-07 03:59:12.628842,79,product_search,-,laptop
1180,2023-12-07 03:59:12.628842,80,product_search,-,electronics
1181,2023-12-07 03:59:12.628842,81,product_search,-,electronics
1182,2023-12-07 03:59:12.628842,82,product_search,-,electronics
1183,2023-12-07 03:59:12.628842,83,product_search,-,clothing
1184,2023-12-07 03:59:12.628842,84,product_search,-,phone
1185,2023-12-07 03:59:12.628842,85,product_search,-,shoes
1186,2023-12-07 03:59:12.628842,86,product_search,-,phone
1187,2023-12-07 03:59:12.628842,87,product_search,-,laptop
1188,2023-12-07 03:59:12.628842,88,product_search,-,shoes
1189,2023-12-07 03:59:12.628842,89,product_search,-,shoes
1190,2023-12-07 03:59:12.628842,90,product_search,-,electronics
1191,2023-12-07 03:59:12.628842,91,product_search,-,electronics
1192,2023-12-07 03:59:12.628842,92,product_search,-,phone
1193,2023-12-07 03:59:12.628842,93,product_search,-,laptop
1194,2023-12-07 03:59:12.628842,94,product_search,-,phone
1195,2023-12-07 03:59:12.628842,95,product_search,-,phone
1196,2023-12-07 03:59:12.628842,96,product_search,-,phone
1197,2023-12-07 03:59:12.628842,97,product_search,-,clothing
1198,2023-12-07 03:59:12.628842,98,product_search,-,laptop
1199,2023-12-07 03:59:12.628842,99,product_search,-,laptop
1200,2023-12-07 03:59:12.628842,100,product_search,-,phone
