Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity
3201,2023-12-07 04:20:15.399221,1,add_to_cart,28,Water Bottle,1
3202,2023-12-07 04:20:15.399221,2,add_to_cart,23,Guitar,1
3203,2023-12-07 04:20:15.399221,3,add_to_cart,22,Backpack,4
3204,2023-12-07 04:20:15.399221,4,add_to_cart,35,Umbrella,4
3205,2023-12-07 04:20:15.399221,5,add_to_cart,50,Sleeping Bag,1
3206,2023-12-07 04:20:15.399221,6,add_to_cart,21,Running Shoes,2
3207,2023-12-07 04:20:15.399221,7,add_to_cart,28,Water Bottle,2
3208,2023-12-07 04:20:15.399221,8,add_to_cart,38,Bed Sheets,1
3209,2023-12-07 04:20:15.399221,9,add_to_cart,7,Jeans,1
3210,2023-12-07 04:20:15.399221,10,add_to_cart,37,Air Purifier,4
3211,2023-12-07 04:20:15.399221,11,add_to_cart,13,Notebook,4
3212,2023-12-07 04:20:15.399221,12,add_to_cart,11,Book,3
3213,2023-12-07 04:20:15.399221,13,add_to_cart,15,Art Supplies,1
3214,2023-12-07 04:20:15.399221,14,add_to_cart,43,Dumbbells,4
3215,2023-12-07 04:20:15.399221,15,add_to_cart,14,Pen,4
3216,2023-12-07 04:20:15.399221,16,add_to_cart,43,Dumbbells,4
3217,2023-12-07 04:20:15.399221,17,add_to_cart,48,Hiking Boots,4
3218,2023-12-07 04:20:15.399221,18,add_to_cart,38,Bed Sheets,1
3219,2023-12-07 04:20:15.399221,19,add_to_cart,42,Cookware Set,2
3220,2023-12-07 04:20:15.399221,20,add_to_cart,3,Headphones,1
3221,2023-12-07 04:20:15.399221,21,add_to_cart,33,Sweater,3
3222,2023-12-07 04:20:15.399221,22,add_to_cart,42,Cookware Set,2
3223,2023-12-07 04:20:15.399221,23,add_to_cart,23,Guitar,3
3224,2023-12-07 04:20:15.399221,24,add_to_cart,7,Jeans,2
3225,2023-12-07 04:20:15.399221,25,add_to_cart,34,Watch,1
3226,2023-12-07 04:20:15.399221,26,add_to_cart,24,Fitness Tracker,1
3227,2023-12-07 04:20:15.399221,27,add_to_cart,7,Jeans,1
3228,2023-12-07 04:20:15.399221,28,add_to_cart,29,Yoga Mat,3
3229,2023-12-07 04:20:15.399221,29,add_to_cart,7,Jeans,1
3230,2023-12-07 04:20:15.399221,30,add_to_cart,16,Refrigerator,2
3231,2023-12-07 04:20:15.399221,31,add_to_cart,30,Plant,2
3232,2023-12-07 04:20:15.399221,32,add_to_cart,25,Desk Chair,4
3233,2023-12-07 04:20:15.399221,33,add_to_cart,47,Cushions,2
3234,2023-12-07 04:20:15.399221,34,add_to_cart,35,Umbrella,1
3235,2023-12-07 04:20:15.399221,35,add_to_cart,35,Umbrella,1
3236,2023-12-07 04:20:15.399221,36,add_to_cart,5,Television,4
3237,2023-12-07 04:20:15.399221,37,add_to_cart,7,Jeans,3
3238,2023-12-07 04:20:15.399221,38,add_to_cart,20,Toaster,4
3239,2023-12-07 04:20:15.399221,39,add_to_cart,45,Wall Clock,2
3240,2023-12-07 04:20:15.399221,40,add_to_cart,17,Microwave,4
3241,2023-12-07 04:20:15.399221,41,add_to_cart,11,Book,1
3242,2023-12-07 04:20:15.399221,42,add_to_cart,32,Wallet,1
3243,2023-12-07 04:20:15.399221,43,add_to_cart,29,Yoga Mat,1
3244,2023-12-07 04:20:15.399221,44,add_to_cart,2,Smartphone,3
3245,2023-12-07 04:20:15.399221,45,add_to_cart,19,Coffee Maker,3
3246,2023-12-07 04:20:15.399221,46,add_to_cart,1,Laptop,2
3247,2023-12-07 04:20:15.399221,47,add_to_cart,1,Laptop,2
3248,2023-12-07 04:20:15.399221,48,add_to_cart,49,Camping Tent,3
3249,2023-12-07 04:20:15.399221,49,add_to_cart,13,Notebook,2
3250,2023-12-07 04:20:15.399221,50,add_to_cart,13,Notebook,2
3251,2023-12-07 04:20:15.399221,51,add_to_cart,36,Vacuum Cleaner,2
3252,2023-12-07 04:20:15.399221,52,add_to_cart,6,T-Shirt,2
3253,2023-12-07 04:20:15.399221,53,add_to_cart,50,Sleeping Bag,3
3254,2023-12-07 04:20:15.399221,54,add_to_cart,26,Watch,4
3255,2023-12-07 04:20:15.399221,55,add_to_cart,15,Art Supplies,3
3256,2023-12-07 04:20:15.399221,56,add_to_cart,40,Curtains,4
3257,2023-12-07 04:20:15.399221,57,add_to_cart,19,Coffee Maker,4
3258,2023-12-07 04:20:15.399221,58,add_to_cart,50,Sleeping Bag,1
3259,2023-12-07 04:20:15.399221,59,add_to_cart,22,Backpack,2
3260,2023-12-07 04:20:15.399221,60,add_to_cart,20,Toaster,1
3261,2023-12-07 04:20:15.399221,61,add_to_cart,12,E-reader,3
3262,2023-12-07 04:20:15.399221,62,add_to_cart,22,Backpack,1
3263,2023-12-07 04:20:15.399221,63,add_to_cart,11,Book,3
3264,2023-12-07 04:20:15.399221,64,add_to_cart,8,Sneakers,4
3265,2023-12-07 04:20:15.399221,65,add_to_cart,37,Air Purifier,3
3266,2023-12-07 04:20:15.399221,66,add_to_cart,42,Cookware Set,3
3267,2023-12-07 04:20:15.399221,67,add_to_cart,3,Headphones,2
3268,2023-12-07 04:20:15.399221,68,add_to_cart,49,Camping Tent,4
3269,2023-12-07 04:20:15.399221,69,add_to_cart,25,Desk Chair,2
3270,2023-12-07 04:20:15.399221,70,add_to_cart,12,E-reader,1
3271,2023-12-07 04:20:15.399221,71,add_to_cart,4,Camera,1
3272,2023-12-07 04:20:15.399221,72,add_to_cart,47,Cushions,4
3273,2023-12-07 04:20:15.399221,73,add_to_cart,42,Cookware Set,1
3274,2023-12-07 04:20:15.399221,74,add_to_cart,46,Sculpture,1
3275,2023-12-07 04:20:15.399221,75,add_to_cart,28,Water Bottle,3
3276,2023-12-07 04:20:15.399221,76,add_to_cart,31,Handbag,4
3277,2023-12-07 04:20:15.399221,77,add_to_cart,1,Laptop,1
3278,2023-12-07 04:20:15.399221,78,add_to_cart,27,Sunglasses,3
3279,2023-12-07 04:20:15.399221,79,add_to_cart,40,Curtains,2
3280,2023-12-07 04:20:15.399221,80,add_to_cart,15,Art Supplies,2
3281,2023-12-07 04:20:15.399221,81,add_to_cart,25,Desk Chair,4
3282,2023-12-07 04:20:15.399221,82,add_to_cart,35,Umbrella,3
3283,2023-12-07 04:20:15.399221,83,add_to_cart,6,T-Shirt,4
3284,2023-12-07 04:20:15.399221,84,add_to_cart,15,Art Supplies,2
3285,2023-12-07 04:20:15.399221,85,add_to_cart,25,Desk Chair,1
3286,2023-12-07 04:20:15.399221,86,add_to_cart,38,Bed Sheets,1
3287,2023-12-07 04:20:15.399221,87,add_to_cart,47,Cushions,4
3288,2023-12-07 04:20:15.399221,88,add_to_cart,21,Running Shoes,4
3289,2023-12-07 04:20:15.399221,89,add_to_cart,32,Wallet,3
3290,2023-12-07 04:20:15.399221,90,add_to_cart,48,Hiking Boots,4
3291,2023-12-07 04:20:15.399221,91,add_to_cart,45,Wall Clock,3
3292,2023-12-07 04:20:15.399221,92,add_to_cart,43,Dumbbells,4
3293,2023-12-07 04:20:15.399221,93,add_to_cart,34,Watch,3
3294,2023-12-07 04:20:15.399221,94,add_to_cart,33,Sweater,3
3295,2023-12-07 04:20:15.399221,95,add_to_cart,39,Pillow,2
3296,2023-12-07 04:20:15.399221,96,add_to_cart,13,Notebook,3
3297,2023-12-07 04:20:15.399221,97,add_to_cart,46,Sculpture,3
3298,2023-12-07 04:20:15.399221,98,add_to_cart,25,Desk Chair,1
3299,2023-12-07 04:20:15.399221,99,add_to_cart,24,Fitness Tracker,4
3300,2023-12-07 04:20:15.399221,100,add_to_cart,32,Wallet,4
