Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Search_Query
2601,2023-12-07 04:14:14.630208,1,product_search,-,electronics
2602,2023-12-07 04:14:14.630208,2,product_search,-,electronics
2603,2023-12-07 04:14:14.630208,3,product_search,-,laptop
2604,2023-12-07 04:14:14.630208,4,product_search,-,laptop
2605,2023-12-07 04:14:14.630208,5,product_search,-,electronics
2606,2023-12-07 04:14:14.630208,6,product_search,-,laptop
2607,2023-12-07 04:14:14.630208,7,product_search,-,electronics
2608,2023-12-07 04:14:14.630208,8,product_search,-,electronics
2609,2023-12-07 04:14:14.630208,9,product_search,-,laptop
2610,2023-12-07 04:14:14.630208,10,product_search,-,phone
2611,2023-12-07 04:14:14.630208,11,product_search,-,electronics
2612,2023-12-07 04:14:14.630208,12,product_search,-,laptop
2613,2023-12-07 04:14:14.630208,13,product_search,-,phone
2614,2023-12-07 04:14:14.630208,14,product_search,-,electronics
2615,2023-12-07 04:14:14.630208,15,product_search,-,clothing
2616,2023-12-07 04:14:14.630208,16,product_search,-,laptop
2617,2023-12-07 04:14:14.630208,17,product_search,-,laptop
2618,2023-12-07 04:14:14.630208,18,product_search,-,electronics
2619,2023-12-07 04:14:14.630208,19,product_search,-,electronics
2620,2023-12-07 04:14:14.630208,20,product_search,-,laptop
2621,2023-12-07 04:14:14.630208,21,product_search,-,electronics
2622,2023-12-07 04:14:14.630208,22,product_search,-,laptop
2623,2023-12-07 04:14:14.630208,23,product_search,-,clothing
2624,2023-12-07 04:14:14.630208,24,product_search,-,clothing
2625,2023-12-07 04:14:14.630208,25,product_search,-,laptop
2626,2023-12-07 04:14:14.630208,26,product_search,-,clothing
2627,2023-12-07 04:14:14.630208,27,product_search,-,laptop
2628,2023-12-07 04:14:14.630208,28,product_search,-,shoes
2629,2023-12-07 04:14:14.630208,29,product_search,-,phone
2630,2023-12-07 04:14:14.630208,30,product_search,-,clothing
2631,2023-12-07 04:14:14.630208,31,product_search,-,phone
2632,2023-12-07 04:14:14.630208,32,product_search,-,electronics
2633,2023-12-07 04:14:14.630208,33,product_search,-,electronics
2634,2023-12-07 04:14:14.630208,34,product_search,-,clothing
2635,2023-12-07 04:14:14.630208,35,product_search,-,shoes
2636,2023-12-07 04:14:14.630208,36,product_search,-,laptop
2637,2023-12-07 04:14:14.630208,37,product_search,-,shoes
2638,2023-12-07 04:14:14.630208,38,product_search,-,phone
2639,2023-12-07 04:14:14.630208,39,product_search,-,clothing
2640,2023-12-07 04:14:14.630208,40,product_search,-,clothing
2641,2023-12-07 04:14:14.630208,41,product_search,-,electronics
