Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity
1801,2023-12-07 04:06:13.551420,1,add_to_cart,22,Backpack,2
1802,2023-12-07 04:06:13.551420,2,add_to_cart,49,Camping Tent,4
1803,2023-12-07 04:06:13.551420,3,add_to_cart,44,Candles,3
1804,2023-12-07 04:06:13.551420,4,add_to_cart,18,Blender,3
1805,2023-12-07 04:06:13.551420,5,add_to_cart,11,Book,3
1806,2023-12-07 04:06:13.551420,6,add_to_cart,24,Fitness Tracker,1
1807,2023-12-07 04:06:13.551420,7,add_to_cart,29,Yoga Mat,3
1808,2023-12-07 04:06:13.551420,8,add_to_cart,50,Sleeping Bag,2
1809,2023-12-07 04:06:13.551420,9,add_to_cart,13,Notebook,3
1810,2023-12-07 04:06:13.551420,10,add_to_cart,24,Fitness Tracker,2
1811,2023-12-07 04:06:13.551420,11,add_to_cart,27,Sunglasses,3
1812,2023-12-07 04:06:13.551420,12,add_to_cart,37,Air Purifier,3
1813,2023-12-07 04:06:13.551420,13,add_to_cart,26,Watch,4
1814,2023-12-07 04:06:13.551420,14,add_to_cart,38,Bed Sheets,1
1815,2023-12-07 04:06:13.551420,15,add_to_cart,31,Handbag,4
1816,2023-12-07 04:06:13.551420,16,add_to_cart,34,Watch,3
1817,2023-12-07 04:06:13.551420,17,add_to_cart,37,Air Purifier,4
1818,2023-12-07 04:06:13.551420,18,add_to_cart,5,Television,4
1819,2023-12-07 04:06:13.551420,19,add_to_cart,41,Printed Books,3
1820,2023-12-07 04:06:13.551420,20,add_to_cart,10,Jacket,4
1821,2023-12-07 04:06:13.551420,21,add_to_cart,26,Watch,4
1822,2023-12-07 04:06:13.551420,22,add_to_cart,10,Jacket,1
1823,2023-12-07 04:06:13.551420,23,add_to_cart,32,Wallet,1
1824,2023-12-07 04:06:13.551420,24,add_to_cart,41,Printed Books,1
1825,2023-12-07 04:06:13.551420,25,add_to_cart,31,Handbag,2
1826,2023-12-07 04:06:13.551420,26,add_to_cart,24,Fitness Tracker,4
1827,2023-12-07 04:06:13.551420,27,add_to_cart,7,Jeans,1
1828,2023-12-07 04:06:13.551420,28,add_to_cart,46,Sculpture,4
1829,2023-12-07 04:06:13.551420,29,add_to_cart,24,Fitness Tracker,2
1830,2023-12-07 04:06:13.551420,30,add_to_cart,32,Wallet,3
1831,2023-12-07 04:06:13.551420,31,add_to_cart,50,Sleeping Bag,3
1832,2023-12-07 04:06:13.551420,32,add_to_cart,49,Camping Tent,4
1833,2023-12-07 04:06:13.551420,33,add_to_cart,15,Art Supplies,1
1834,2023-12-07 04:06:13.551420,34,add_to_cart,33,Sweater,3
1835,2023-12-07 04:06:13.551420,35,add_to_cart,23,Guitar,1
1836,2023-12-07 04:06:13.551420,36,add_to_cart,20,Toaster,3
1837,2023-12-07 04:06:13.551420,37,add_to_cart,32,Wallet,1
1838,2023-12-07 04:06:13.551420,38,add_to_cart,14,Pen,3
1839,2023-12-07 04:06:13.551420,39,add_to_cart,14,Pen,1
1840,2023-12-07 04:06:13.551420,40,add_to_cart,18,Blender,3
1841,2023-12-07 04:06:13.551420,41,add_to_cart,50,Sleeping Bag,4
1842,2023-12-07 04:06:13.551420,42,add_to_cart,4,Camera,1
1843,2023-12-07 04:06:13.551420,43,add_to_cart,13,Notebook,4
1844,2023-12-07 04:06:13.551420,44,add_to_cart,1,Laptop,1
1845,2023-12-07 04:06:13.551420,45,add_to_cart,44,Candles,4
1846,2023-12-07 04:06:13.551420,46,add_to_cart,29,Yoga Mat,1
1847,2023-12-07 04:06:13.551420,47,add_to_cart,18,Blender,3
1848,2023-12-07 04:06:13.551420,48,add_to_cart,10,Jacket,2
1849,2023-12-07 04:06:13.551420,49,add_to_cart,19,Coffee Maker,3
1850,2023-12-07 04:06:13.551420,50,add_to_cart,40,Curtains,3
1851,2023-12-07 04:06:13.551420,51,add_to_cart,48,Hiking Boots,1
1852,2023-12-07 04:06:13.551420,52,add_to_cart,24,Fitness Tracker,1
1853,2023-12-07 04:06:13.551420,53,add_to_cart,23,Guitar,4
1854,2023-12-07 04:06:13.551420,54,add_to_cart,40,Curtains,1
1855,2023-12-07 04:06:13.551420,55,add_to_cart,4,Camera,1
1856,2023-12-07 04:06:13.551420,56,add_to_cart,19,Coffee Maker,3
1857,2023-12-07 04:06:13.551420,57,add_to_cart,27,Sunglasses,3
1858,2023-12-07 04:06:13.551420,58,add_to_cart,44,Candles,1
1859,2023-12-07 04:06:13.551420,59,add_to_cart,49,Camping Tent,2
1860,2023-12-07 04:06:13.551420,60,add_to_cart,12,E-reader,3
1861,2023-12-07 04:06:13.551420,61,add_to_cart,5,Television,2
1862,2023-12-07 04:06:13.551420,62,add_to_cart,1,Laptop,2
1863,2023-12-07 04:06:13.551420,63,add_to_cart,7,Jeans,3
1864,2023-12-07 04:06:13.551420,64,add_to_cart,21,Running Shoes,3
1865,2023-12-07 04:06:13.551420,65,add_to_cart,7,Jeans,2
1866,2023-12-07 04:06:13.551420,66,add_to_cart,49,Camping Tent,2
1867,2023-12-07 04:06:13.551420,67,add_to_cart,15,Art Supplies,1
1868,2023-12-07 04:06:13.551420,68,add_to_cart,44,Candles,4
1869,2023-12-07 04:06:13.551420,69,add_to_cart,40,Curtains,1
1870,2023-12-07 04:06:13.551420,70,add_to_cart,23,Guitar,4
1871,2023-12-07 04:06:13.551420,71,add_to_cart,42,Cookware Set,4
1872,2023-12-07 04:06:13.551420,72,add_to_cart,3,Headphones,2
1873,2023-12-07 04:06:13.551420,73,add_to_cart,21,Running Shoes,1
1874,2023-12-07 04:06:13.551420,74,add_to_cart,50,Sleeping Bag,2
1875,2023-12-07 04:06:13.551420,75,add_to_cart,26,Watch,2
1876,2023-12-07 04:06:13.551420,76,add_to_cart,47,Cushions,1
1877,2023-12-07 04:06:13.551420,77,add_to_cart,18,Blender,1
1878,2023-12-07 04:06:13.551420,78,add_to_cart,41,Printed Books,3
1879,2023-12-07 04:06:13.551420,79,add_to_cart,32,Wallet,2
1880,2023-12-07 04:06:13.551420,80,add_to_cart,6,T-Shirt,1
1881,2023-12-07 04:06:13.551420,81,add_to_cart,13,Notebook,4
1882,2023-12-07 04:06:13.551420,82,add_to_cart,40,Curtains,4
1883,2023-12-07 04:06:13.551420,83,add_to_cart,2,Smartphone,4
1884,2023-12-07 04:06:13.551420,84,add_to_cart,15,Art Supplies,3
1885,2023-12-07 04:06:13.551420,85,add_to_cart,9,Dress,1
1886,2023-12-07 04:06:13.551420,86,add_to_cart,36,Vacuum Cleaner,4
1887,2023-12-07 04:06:13.551420,87,add_to_cart,40,Curtains,4
1888,2023-12-07 04:06:13.551420,88,add_to_cart,38,Bed Sheets,3
1889,2023-12-07 04:06:13.551420,89,add_to_cart,3,Headphones,2
1890,2023-12-07 04:06:13.551420,90,add_to_cart,27,Sunglasses,3
1891,2023-12-07 04:06:13.551420,91,add_to_cart,3,Headphones,3
1892,2023-12-07 04:06:13.551420,92,add_to_cart,4,Camera,3
1893,2023-12-07 04:06:13.551420,93,add_to_cart,27,Sunglasses,1
1894,2023-12-07 04:06:13.551420,94,add_to_cart,40,Curtains,2
1895,2023-12-07 04:06:13.551420,95,add_to_cart,45,Wall Clock,3
1896,2023-12-07 04:06:13.551420,96,add_to_cart,38,Bed Sheets,1
1897,2023-12-07 04:06:13.551420,97,add_to_cart,26,Watch,2
1898,2023-12-07 04:06:13.551420,98,add_to_cart,5,Television,1
1899,2023-12-07 04:06:13.551420,99,add_to_cart,45,Wall Clock,3
1900,2023-12-07 04:06:13.551420,100,add_to_cart,49,Camping Tent,4
