Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity,Payment_Method
1401,2023-12-07 04:02:13.003711,1,purchase,11,Book,1,PayPal
1402,2023-12-07 04:02:13.003711,2,purchase,41,Printed Books,4,Debit Card
1403,2023-12-07 04:02:13.003711,3,purchase,22,Backpack,1,PayPal
1404,2023-12-07 04:02:13.003711,4,purchase,28,Water Bottle,1,PayPal
1405,2023-12-07 04:02:13.003711,5,purchase,30,Plant,3,Debit Card
1406,2023-12-07 04:02:13.003711,6,purchase,27,Sunglasses,1,PayPal
1407,2023-12-07 04:02:13.003711,7,purchase,18,Blender,2,PayPal
1408,2023-12-07 04:02:13.003711,8,purchase,1,Laptop,1,PayPal
1409,2023-12-07 04:02:13.003711,9,purchase,5,Television,3,PayPal
1410,2023-12-07 04:02:13.003711,10,purchase,48,Hiking Boots,3,Debit Card
1411,2023-12-07 04:02:13.003711,11,purchase,13,Notebook,1,PayPal
1412,2023-12-07 04:02:13.003711,12,purchase,38,Bed Sheets,1,Credit Card
1413,2023-12-07 04:02:13.003711,13,purchase,26,Watch,3,Debit Card
1414,2023-12-07 04:02:13.003711,14,purchase,43,Dumbbells,4,Debit Card
1415,2023-12-07 04:02:13.003711,15,purchase,50,Sleeping Bag,1,Credit Card
1416,2023-12-07 04:02:13.003711,16,purchase,6,T-Shirt,2,PayPal
1417,2023-12-07 04:02:13.003711,17,purchase,5,Television,4,Debit Card
1418,2023-12-07 04:02:13.003711,18,purchase,22,Backpack,2,Credit Card
1419,2023-12-07 04:02:13.003711,19,purchase,38,Bed Sheets,3,Debit Card
1420,2023-12-07 04:02:13.003711,20,purchase,9,Dress,3,Debit Card
1421,2023-12-07 04:02:13.003711,21,purchase,22,Backpack,3,Credit Card
1422,2023-12-07 04:02:13.003711,22,purchase,3,Headphones,4,Debit Card
1423,2023-12-07 04:02:13.003711,23,purchase,40,Curtains,2,PayPal
1424,2023-12-07 04:02:13.003711,24,purchase,50,Sleeping Bag,2,PayPal
1425,2023-12-07 04:02:13.003711,25,purchase,43,Dumbbells,3,PayPal
1426,2023-12-07 04:02:13.003711,26,purchase,34,Watch,4,PayPal
1427,2023-12-07 04:02:13.003711,27,purchase,48,Hiking Boots,2,PayPal
1428,2023-12-07 04:02:13.003711,28,purchase,12,E-reader,2,Credit Card
1429,2023-12-07 04:02:13.003711,29,purchase,5,Television,2,Credit Card
1430,2023-12-07 04:02:13.003711,30,purchase,29,Yoga Mat,2,Credit Card
1431,2023-12-07 04:02:13.003711,31,purchase,3,Headphones,1,PayPal
1432,2023-12-07 04:02:13.003711,32,purchase,49,Camping Tent,3,Credit Card
1433,2023-12-07 04:02:13.003711,33,purchase,11,Book,3,PayPal
1434,2023-12-07 04:02:13.003711,34,purchase,10,Jacket,3,Debit Card
1435,2023-12-07 04:02:13.003711,35,purchase,4,Camera,1,Debit Card
1436,2023-12-07 04:02:13.003711,36,purchase,33,Sweater,3,Credit Card
1437,2023-12-07 04:02:13.003711,37,purchase,16,Refrigerator,1,PayPal
1438,2023-12-07 04:02:13.003711,38,purchase,36,Vacuum Cleaner,1,Debit Card
1439,2023-12-07 04:02:13.003711,39,purchase,49,Camping Tent,2,Debit Card
1440,2023-12-07 04:02:13.003711,40,purchase,17,Microwave,1,PayPal
1441,2023-12-07 04:02:13.003711,41,purchase,50,Sleeping Bag,4,PayPal
1442,2023-12-07 04:02:13.003711,42,purchase,38,Bed Sheets,2,Credit Card
1443,2023-12-07 04:02:13.003711,43,purchase,31,Handbag,2,Debit Card
1444,2023-12-07 04:02:13.003711,44,purchase,9,Dress,4,Debit Card
1445,2023-12-07 04:02:13.003711,45,purchase,27,Sunglasses,2,Credit Card
1446,2023-12-07 04:02:13.003711,46,purchase,42,Cookware Set,4,PayPal
1447,2023-12-07 04:02:13.003711,47,purchase,26,Watch,3,PayPal
1448,2023-12-07 04:02:13.003711,48,purchase,22,Backpack,4,Credit Card
1449,2023-12-07 04:02:13.003711,49,purchase,42,Cookware Set,2,PayPal
1450,2023-12-07 04:02:13.003711,50,purchase,12,E-reader,1,Credit Card
1451,2023-12-07 04:02:13.003711,51,purchase,8,Sneakers,2,Debit Card
1452,2023-12-07 04:02:13.003711,52,purchase,41,Printed Books,2,Debit Card
1453,2023-12-07 04:02:13.003711,53,purchase,22,Backpack,1,Debit Card
