Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity
1201,2023-12-07 04:00:12.715244,1,add_to_cart,19,Coffee Maker,3
1202,2023-12-07 04:00:12.715244,2,add_to_cart,46,Sculpture,1
1203,2023-12-07 04:00:12.715244,3,add_to_cart,27,Sunglasses,1
1204,2023-12-07 04:00:12.715244,4,add_to_cart,24,Fitness Tracker,4
1205,2023-12-07 04:00:12.715244,5,add_to_cart,23,Guitar,3
1206,2023-12-07 04:00:12.715244,6,add_to_cart,41,Printed Books,4
1207,2023-12-07 04:00:12.715244,7,add_to_cart,36,Vacuum Cleaner,1
1208,2023-12-07 04:00:12.715244,8,add_to_cart,36,Vacuum Cleaner,3
1209,2023-12-07 04:00:12.715244,9,add_to_cart,1,Laptop,1
1210,2023-12-07 04:00:12.715244,10,add_to_cart,39,Pillow,1
1211,2023-12-07 04:00:12.715244,11,add_to_cart,26,Watch,4
1212,2023-12-07 04:00:12.715244,12,add_to_cart,14,Pen,4
1213,2023-12-07 04:00:12.715244,13,add_to_cart,19,Coffee Maker,2
1214,2023-12-07 04:00:12.715244,14,add_to_cart,44,Candles,1
1215,2023-12-07 04:00:12.715244,15,add_to_cart,26,Watch,1
1216,2023-12-07 04:00:12.715244,16,add_to_cart,45,Wall Clock,3
1217,2023-12-07 04:00:12.715244,17,add_to_cart,33,Sweater,2
1218,2023-12-07 04:00:12.715244,18,add_to_cart,3,Headphones,3
1219,2023-12-07 04:00:12.715244,19,add_to_cart,44,Candles,2
1220,2023-12-07 04:00:12.715244,20,add_to_cart,31,Handbag,2
1221,2023-12-07 04:00:12.715244,21,add_to_cart,21,Running Shoes,4
1222,2023-12-07 04:00:12.715244,22,add_to_cart,12,E-reader,1
1223,2023-12-07 04:00:12.715244,23,add_to_cart,17,Microwave,2
1224,2023-12-07 04:00:12.715244,24,add_to_cart,50,Sleeping Bag,1
1225,2023-12-07 04:00:12.715244,25,add_to_cart,5,Television,2
1226,2023-12-07 04:00:12.715244,26,add_to_cart,4,Camera,2
1227,2023-12-07 04:00:12.715244,27,add_to_cart,4,Camera,2
1228,2023-12-07 04:00:12.715244,28,add_to_cart,17,Microwave,4
1229,2023-12-07 04:00:12.715244,29,add_to_cart,19,Coffee Maker,3
1230,2023-12-07 04:00:12.715244,30,add_to_cart,29,Yoga Mat,2
1231,2023-12-07 04:00:12.715244,31,add_to_cart,12,E-reader,2
1232,2023-12-07 04:00:12.715244,32,add_to_cart,20,Toaster,1
1233,2023-12-07 04:00:12.715244,33,add_to_cart,43,Dumbbells,2
1234,2023-12-07 04:00:12.715244,34,add_to_cart,12,E-reader,3
1235,2023-12-07 04:00:12.715244,35,add_to_cart,31,Handbag,1
1236,2023-12-07 04:00:12.715244,36,add_to_cart,3,Headphones,1
1237,2023-12-07 04:00:12.715244,37,add_to_cart,50,Sleeping Bag,4
1238,2023-12-07 04:00:12.715244,38,add_to_cart,17,Microwave,4
1239,2023-12-07 04:00:12.715244,39,add_to_cart,42,Cookware Set,1
