Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity,Payment_Method
2001,2023-12-07 04:08:13.845550,1,purchase,22,Backpack,3,PayPal
2002,2023-12-07 04:08:13.845550,2,purchase,48,Hiking Boots,4,Credit Card
2003,2023-12-07 04:08:13.845550,3,purchase,35,Umbrella,4,Credit Card
2004,2023-12-07 04:08:13.845550,4,purchase,42,Cookware Set,4,Debit Card
2005,2023-12-07 04:08:13.845550,5,purchase,9,Dress,4,Debit Card
2006,2023-12-07 04:08:13.845550,6,purchase,35,Umbrella,2,Debit Card
2007,2023-12-07 04:08:13.845550,7,purchase,43,Dumbbells,1,PayPal
2008,2023-12-07 04:08:13.845550,8,purchase,26,Watch,4,Debit Card
2009,2023-12-07 04:08:13.845550,9,purchase,19,Coffee Maker,3,PayPal
2010,2023-12-07 04:08:13.845550,10,purchase,15,Art Supplies,4,PayPal
2011,2023-12-07 04:08:13.845550,11,purchase,31,Handbag,4,PayPal
2012,2023-12-07 04:08:13.845550,12,purchase,38,Bed Sheets,3,Debit Card
2013,2023-12-07 04:08:13.845550,13,purchase,38,Bed Sheets,2,Credit Card
2014,2023-12-07 04:08:13.845550,14,purchase,3,Headphones,2,PayPal
2015,2023-12-07 04:08:13.845550,15,purchase,33,Sweater,3,Debit Card
2016,2023-12-07 04:08:13.845550,16,purchase,31,Handbag,2,Credit Card
2017,2023-12-07 04:08:13.845550,17,purchase,50,Sleeping Bag,3,Debit Card
2018,2023-12-07 04:08:13.845550,18,purchase,18,Blender,2,Credit Card
2019,2023-12-07 04:08:13.845550,19,purchase,28,Water Bottle,3,PayPal
2020,2023-12-07 04:08:13.845550,20,purchase,33,Sweater,1,PayPal
2021,2023-12-07 04:08:13.845550,21,purchase,50,Sleeping Bag,2,PayPal
2022,2023-12-07 04:08:13.845550,22,purchase,23,Guitar,1,PayPal
2023,2023-12-07 04:08:13.845550,23,purchase,26,Watch,2,Debit Card
2024,2023-12-07 04:08:13.845550,24,purchase,46,Sculpture,4,Credit Card
2025,2023-12-07 04:08:13.845550,25,purchase,35,Umbrella,3,Credit Card
2026,2023-12-07 04:08:13.845550,26,purchase,35,Umbrella,4,Credit Card
2027,2023-12-07 04:08:13.845550,27,purchase,7,Jeans,3,PayPal
2028,2023-12-07 04:08:13.845550,28,purchase,46,Sculpture,2,Debit Card
2029,2023-12-07 04:08:13.845550,29,purchase,41,Printed Books,2,Credit Card
2030,2023-12-07 04:08:13.845550,30,purchase,28,Water Bottle,2,Credit Card
2031,2023-12-07 04:08:13.845550,31,purchase,45,Wall Clock,2,PayPal
2032,2023-12-07 04:08:13.845550,32,purchase,16,Refrigerator,2,PayPal
2033,2023-12-07 04:08:13.845550,33,purchase,34,Watch,3,PayPal
2034,2023-12-07 04:08:13.845550,34,purchase,1,Laptop,3,PayPal
2035,2023-12-07 04:08:13.845550,35,purchase,43,Dumbbells,4,Credit Card
2036,2023-12-07 04:08:13.845550,36,purchase,7,Jeans,2,Debit Card
2037,2023-12-07 04:08:13.845550,37,purchase,19,Coffee Maker,2,Credit Card
2038,2023-12-07 04:08:13.845550,38,purchase,4,Camera,1,Credit Card
2039,2023-12-07 04:08:13.845550,39,purchase,9,Dress,2,PayPal
2040,2023-12-07 04:08:13.845550,40,purchase,38,Bed Sheets,4,Debit Card
2041,2023-12-07 04:08:13.845550,41,purchase,28,Water Bottle,1,PayPal
2042,2023-12-07 04:08:13.845550,42,purchase,19,Coffee Maker,2,PayPal
2043,2023-12-07 04:08:13.845550,43,purchase,13,Notebook,3,Debit Card
2044,2023-12-07 04:08:13.845550,44,purchase,29,Yoga Mat,3,Credit Card
2045,2023-12-07 04:08:13.845550,45,purchase,49,Camping Tent,4,PayPal
2046,2023-12-07 04:08:13.845550,46,purchase,18,Blender,2,Debit Card
2047,2023-12-07 04:08:13.845550,47,purchase,11,Book,2,Credit Card
