Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity
1901,2023-12-07 04:07:13.697879,1,add_to_cart,12,E-reader,1
1902,2023-12-07 04:07:13.697879,2,add_to_cart,19,Coffee Maker,3
1903,2023-12-07 04:07:13.697879,3,add_to_cart,42,Cookware Set,2
1904,2023-12-07 04:07:13.697879,4,add_to_cart,25,Desk Chair,4
1905,2023-12-07 04:07:13.697879,5,add_to_cart,35,Umbrella,3
1906,2023-12-07 04:07:13.697879,6,add_to_cart,4,Camera,4
1907,2023-12-07 04:07:13.697879,7,add_to_cart,35,Umbrella,2
1908,2023-12-07 04:07:13.697879,8,add_to_cart,13,Notebook,2
1909,2023-12-07 04:07:13.697879,9,add_to_cart,21,Running Shoes,1
1910,2023-12-07 04:07:13.697879,10,add_to_cart,13,Notebook,2
1911,2023-12-07 04:07:13.697879,11,add_to_cart,20,Toaster,3
1912,2023-12-07 04:07:13.697879,12,add_to_cart,6,T-Shirt,1
1913,2023-12-07 04:07:13.697879,13,add_to_cart,27,Sunglasses,4
1914,2023-12-07 04:07:13.697879,14,add_to_cart,43,Dumbbells,4
1915,2023-12-07 04:07:13.697879,15,add_to_cart,31,Handbag,4
1916,2023-12-07 04:07:13.697879,16,add_to_cart,4,Camera,2
1917,2023-12-07 04:07:13.697879,17,add_to_cart,37,Air Purifier,3
1918,2023-12-07 04:07:13.697879,18,add_to_cart,30,Plant,1
1919,2023-12-07 04:07:13.697879,19,add_to_cart,18,Blender,3
1920,2023-12-07 04:07:13.697879,20,add_to_cart,7,Jeans,3
1921,2023-12-07 04:07:13.697879,21,add_to_cart,38,Bed Sheets,4
1922,2023-12-07 04:07:13.697879,22,add_to_cart,27,Sunglasses,4
1923,2023-12-07 04:07:13.697879,23,add_to_cart,34,Watch,2
1924,2023-12-07 04:07:13.697879,24,add_to_cart,44,Candles,4
1925,2023-12-07 04:07:13.697879,25,add_to_cart,29,Yoga Mat,2
1926,2023-12-07 04:07:13.697879,26,add_to_cart,27,Sunglasses,4
1927,2023-12-07 04:07:13.697879,27,add_to_cart,39,Pillow,2
1928,2023-12-07 04:07:13.697879,28,add_to_cart,9,Dress,1
1929,2023-12-07 04:07:13.697879,29,add_to_cart,50,Sleeping Bag,1
1930,2023-12-07 04:07:13.697879,30,add_to_cart,22,Backpack,4
