Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity,Payment_Method
1701,2023-12-07 04:05:13.398333,1,purchase,32,Wallet,1,Debit Card
1702,2023-12-07 04:05:13.398333,2,purchase,24,Fitness Tracker,2,PayPal
1703,2023-12-07 04:05:13.398333,3,purchase,13,Notebook,4,PayPal
1704,2023-12-07 04:05:13.398333,4,purchase,11,Book,3,PayPal
1705,2023-12-07 04:05:13.398333,5,purchase,10,Jacket,1,Debit Card
1706,2023-12-07 04:05:13.398333,6,purchase,39,Pillow,4,Credit Card
1707,2023-12-07 04:05:13.398333,7,purchase,5,Television,3,Debit Card
1708,2023-12-07 04:05:13.398333,8,purchase,13,Notebook,2,Debit Card
1709,2023-12-07 04:05:13.398333,9,purchase,49,Camping Tent,2,Debit Card
1710,2023-12-07 04:05:13.398333,10,purchase,9,Dress,2,Debit Card
1711,2023-12-07 04:05:13.398333,11,purchase,41,Printed Books,1,PayPal
1712,2023-12-07 04:05:13.398333,12,purchase,17,Microwave,4,PayPal
1713,2023-12-07 04:05:13.398333,13,purchase,2,Smartphone,2,PayPal
1714,2023-12-07 04:05:13.398333,14,purchase,27,Sunglasses,3,Credit Card
1715,2023-12-07 04:05:13.398333,15,purchase,12,E-reader,3,Credit Card
1716,2023-12-07 04:05:13.398333,16,purchase,37,Air Purifier,1,Debit Card
1717,2023-12-07 04:05:13.398333,17,purchase,32,Wallet,2,PayPal
1718,2023-12-07 04:05:13.398333,18,purchase,46,Sculpture,1,Debit Card
1719,2023-12-07 04:05:13.398333,19,purchase,19,Coffee Maker,4,Debit Card
1720,2023-12-07 04:05:13.398333,20,purchase,21,Running Shoes,1,PayPal
1721,2023-12-07 04:05:13.398333,21,purchase,27,Sunglasses,2,PayPal
1722,2023-12-07 04:05:13.398333,22,purchase,38,Bed Sheets,1,PayPal
1723,2023-12-07 04:05:13.398333,23,purchase,20,Toaster,2,Debit Card
1724,2023-12-07 04:05:13.398333,24,purchase,41,Printed Books,2,PayPal
1725,2023-12-07 04:05:13.398333,25,purchase,30,Plant,4,PayPal
1726,2023-12-07 04:05:13.398333,26,purchase,42,Cookware Set,1,PayPal
1727,2023-12-07 04:05:13.398333,27,purchase,44,Candles,1,Credit Card
1728,2023-12-07 04:05:13.398333,28,purchase,22,Backpack,1,PayPal
1729,2023-12-07 04:05:13.398333,29,purchase,10,Jacket,1,PayPal
1730,2023-12-07 04:05:13.398333,30,purchase,38,Bed Sheets,2,Credit Card
1731,2023-12-07 04:05:13.398333,31,purchase,2,Smartphone,1,PayPal
1732,2023-12-07 04:05:13.398333,32,purchase,1,Laptop,1,Credit Card
1733,2023-12-07 04:05:13.398333,33,purchase,33,Sweater,2,Credit Card
1734,2023-12-07 04:05:13.398333,34,purchase,11,Book,1,Debit Card
1735,2023-12-07 04:05:13.398333,35,purchase,33,Sweater,3,Credit Card
1736,2023-12-07 04:05:13.398333,36,purchase,13,Notebook,4,PayPal
1737,2023-12-07 04:05:13.398333,37,purchase,50,Sleeping Bag,4,PayPal
1738,2023-12-07 04:05:13.398333,38,purchase,20,Toaster,2,Credit Card
1739,2023-12-07 04:05:13.398333,39,purchase,49,Camping Tent,4,Debit Card
1740,2023-12-07 04:05:13.398333,40,purchase,35,Umbrella,4,Credit Card
1741,2023-12-07 04:05:13.398333,41,purchase,47,Cushions,2,Credit Card
1742,2023-12-07 04:05:13.398333,42,purchase,49,Camping Tent,3,Debit Card
1743,2023-12-07 04:05:13.398333,43,purchase,29,Yoga Mat,2,Debit Card
1744,2023-12-07 04:05:13.398333,44,purchase,22,Backpack,3,Debit Card
1745,2023-12-07 04:05:13.398333,45,purchase,2,Smartphone,2,PayPal
1746,2023-12-07 04:05:13.398333,46,purchase,12,E-reader,2,Debit Card
1747,2023-12-07 04:05:13.398333,47,purchase,11,Book,2,Debit Card
1748,2023-12-07 04:05:13.398333,48,purchase,11,Book,2,PayPal
1749,2023-12-07 04:05:13.398333,49,purchase,14,Pen,4,Credit Card
1750,2023-12-07 04:05:13.398333,50,purchase,43,Dumbbells,1,PayPal
1751,2023-12-07 04:05:13.398333,51,purchase,8,Sneakers,1,Debit Card
1752,2023-12-07 04:05:13.398333,52,purchase,46,Sculpture,4,Credit Card
1753,2023-12-07 04:05:13.398333,53,purchase,4,Camera,2,PayPal
1754,2023-12-07 04:05:13.398333,54,purchase,46,Sculpture,4,Credit Card
1755,2023-12-07 04:05:13.398333,55,purchase,21,Running Shoes,2,Debit Card
1756,2023-12-07 04:05:13.398333,56,purchase,16,Refrigerator,4,PayPal
1757,2023-12-07 04:05:13.398333,57,purchase,31,Handbag,3,Credit Card
1758,2023-12-07 04:05:13.398333,58,purchase,19,Coffee Maker,3,Credit Card
1759,2023-12-07 04:05:13.398333,59,purchase,4,Camera,1,Debit Card
1760,2023-12-07 04:05:13.398333,60,purchase,44,Candles,1,PayPal
1761,2023-12-07 04:05:13.398333,61,purchase,37,Air Purifier,2,PayPal
1762,2023-12-07 04:05:13.398333,62,purchase,29,Yoga Mat,4,Credit Card
1763,2023-12-07 04:05:13.398333,63,purchase,38,Bed Sheets,4,Credit Card
1764,2023-12-07 04:05:13.398333,64,purchase,40,Curtains,2,Credit Card
1765,2023-12-07 04:05:13.398333,65,purchase,24,Fitness Tracker,4,PayPal
1766,2023-12-07 04:05:13.398333,66,purchase,7,Jeans,1,PayPal
1767,2023-12-07 04:05:13.398333,67,purchase,18,Blender,4,Credit Card
