Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity
2901,2023-12-07 04:17:14.983240,1,add_to_cart,26,Watch,1
2902,2023-12-07 04:17:14.983240,2,add_to_cart,37,Air Purifier,2
2903,2023-12-07 04:17:14.983240,3,add_to_cart,38,Bed Sheets,3
2904,2023-12-07 04:17:14.983240,4,add_to_cart,28,Water Bottle,3
2905,2023-12-07 04:17:14.983240,5,add_to_cart,49,Camping Tent,1
2906,2023-12-07 04:17:14.983240,6,add_to_cart,47,Cushions,2
2907,2023-12-07 04:17:14.983240,7,add_to_cart,20,Toaster,3
2908,2023-12-07 04:17:14.983240,8,add_to_cart,2,Smartphone,1
2909,2023-12-07 04:17:14.983240,9,add_to_cart,23,Guitar,1
2910,2023-12-07 04:17:14.983240,10,add_to_cart,25,Desk Chair,4
2911,2023-12-07 04:17:14.983240,11,add_to_cart,17,Microwave,2
2912,2023-12-07 04:17:14.983240,12,add_to_cart,11,Book,2
2913,2023-12-07 04:17:14.983240,13,add_to_cart,33,Sweater,3
2914,2023-12-07 04:17:14.983240,14,add_to_cart,38,Bed Sheets,3
2915,2023-12-07 04:17:14.983240,15,add_to_cart,46,Sculpture,3
2916,2023-12-07 04:17:14.983240,16,add_to_cart,28,Water Bottle,3
2917,2023-12-07 04:17:14.983240,17,add_to_cart,23,Guitar,4
2918,2023-12-07 04:17:14.983240,18,add_to_cart,16,Refrigerator,2
2919,2023-12-07 04:17:14.983240,19,add_to_cart,23,Guitar,1
2920,2023-12-07 04:17:14.983240,20,add_to_cart,29,Yoga Mat,1
2921,2023-12-07 04:17:14.983240,21,add_to_cart,41,Printed Books,1
2922,2023-12-07 04:17:14.983240,22,add_to_cart,17,Microwave,2
2923,2023-12-07 04:17:14.983240,23,add_to_cart,38,Bed Sheets,4
2924,2023-12-07 04:17:14.983240,24,add_to_cart,3,Headphones,3
2925,2023-12-07 04:17:14.983240,25,add_to_cart,16,Refrigerator,1
2926,2023-12-07 04:17:14.983240,26,add_to_cart,39,Pillow,3
2927,2023-12-07 04:17:14.983240,27,add_to_cart,36,Vacuum Cleaner,1
2928,2023-12-07 04:17:14.983240,28,add_to_cart,19,Coffee Maker,1
2929,2023-12-07 04:17:14.983240,29,add_to_cart,36,Vacuum Cleaner,4
2930,2023-12-07 04:17:14.983240,30,add_to_cart,20,Toaster,1
2931,2023-12-07 04:17:14.983240,31,add_to_cart,40,Curtains,2
2932,2023-12-07 04:17:14.983240,32,add_to_cart,43,Dumbbells,4
2933,2023-12-07 04:17:14.983240,33,add_to_cart,40,Curtains,4
2934,2023-12-07 04:17:14.983240,34,add_to_cart,11,Book,4
2935,2023-12-07 04:17:14.983240,35,add_to_cart,11,Book,3
2936,2023-12-07 04:17:14.983240,36,add_to_cart,41,Printed Books,4
2937,2023-12-07 04:17:14.983240,37,add_to_cart,15,Art Supplies,1
2938,2023-12-07 04:17:14.983240,38,add_to_cart,31,Handbag,2
2939,2023-12-07 04:17:14.983240,39,add_to_cart,3,Headphones,1
2940,2023-12-07 04:17:14.983240,40,add_to_cart,50,Sleeping Bag,2
2941,2023-12-07 04:17:14.983240,41,add_to_cart,43,Dumbbells,1
2942,2023-12-07 04:17:14.983240,42,add_to_cart,39,Pillow,4
2943,2023-12-07 04:17:14.983240,43,add_to_cart,37,Air Purifier,2
2944,2023-12-07 04:17:14.983240,44,add_to_cart,4,Camera,2
2945,2023-12-07 04:17:14.983240,45,add_to_cart,48,Hiking Boots,2
2946,2023-12-07 04:17:14.983240,46,add_to_cart,42,Cookware Set,3
2947,2023-12-07 04:17:14.983240,47,add_to_cart,27,Sunglasses,3
