Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name,Quantity
1301,2023-12-07 04:01:12.857172,1,add_to_cart,13,Notebook,2
1302,2023-12-07 04:01:12.857172,2,add_to_cart,41,Printed Books,3
1303,2023-12-07 04:01:12.857172,3,add_to_cart,47,Cushions,3
1304,2023-12-07 04:01:12.857172,4,add_to_cart,17,Microwave,4
1305,2023-12-07 04:01:12.857172,5,add_to_cart,38,Bed Sheets,3
1306,2023-12-07 04:01:12.857172,6,add_to_cart,22,Backpack,4
1307,2023-12-07 04:01:12.857172,7,add_to_cart,5,Television,2
1308,2023-12-07 04:01:12.857172,8,add_to_cart,36,Vacuum Cleaner,2
1309,2023-12-07 04:01:12.857172,9,add_to_cart,11,Book,2
1310,2023-12-07 04:01:12.857172,10,add_to_cart,25,Desk Chair,3
1311,2023-12-07 04:01:12.857172,11,add_to_cart,42,Cookware Set,4
1312,2023-12-07 04:01:12.857172,12,add_to_cart,41,Printed Books,2
1313,2023-12-07 04:01:12.857172,13,add_to_cart,43,Dumbbells,3
1314,2023-12-07 04:01:12.857172,14,add_to_cart,5,Television,4
1315,2023-12-07 04:01:12.857172,15,add_to_cart,11,Book,1
1316,2023-12-07 04:01:12.857172,16,add_to_cart,11,Book,1
1317,2023-12-07 04:01:12.857172,17,add_to_cart,36,Vacuum Cleaner,1
1318,2023-12-07 04:01:12.857172,18,add_to_cart,3,Headphones,3
1319,2023-12-07 04:01:12.857172,19,add_to_cart,15,Art Supplies,3
1320,2023-12-07 04:01:12.857172,20,add_to_cart,12,E-reader,1
1321,2023-12-07 04:01:12.857172,21,add_to_cart,29,Yoga Mat,1
1322,2023-12-07 04:01:12.857172,22,add_to_cart,39,Pillow,4
1323,2023-12-07 04:01:12.857172,23,add_to_cart,39,Pillow,3
1324,2023-12-07 04:01:12.857172,24,add_to_cart,6,T-Shirt,3
1325,2023-12-07 04:01:12.857172,25,add_to_cart,46,Sculpture,3
1326,2023-12-07 04:01:12.857172,26,add_to_cart,21,Running Shoes,1
1327,2023-12-07 04:01:12.857172,27,add_to_cart,43,Dumbbells,2
1328,2023-12-07 04:01:12.857172,28,add_to_cart,14,Pen,4
1329,2023-12-07 04:01:12.857172,29,add_to_cart,17,Microwave,4
1330,2023-12-07 04:01:12.857172,30,add_to_cart,19,Coffee Maker,3
1331,2023-12-07 04:01:12.857172,31,add_to_cart,50,Sleeping Bag,3
1332,2023-12-07 04:01:12.857172,32,add_to_cart,4,Camera,2
1333,2023-12-07 04:01:12.857172,33,add_to_cart,2,Smartphone,2
1334,2023-12-07 04:01:12.857172,34,add_to_cart,43,Dumbbells,1
1335,2023-12-07 04:01:12.857172,35,add_to_cart,7,Jeans,1
1336,2023-12-07 04:01:12.857172,36,add_to_cart,42,Cookware Set,1
1337,2023-12-07 04:01:12.857172,37,add_to_cart,41,Printed Books,4
1338,2023-12-07 04:01:12.857172,38,add_to_cart,3,Headphones,2
1339,2023-12-07 04:01:12.857172,39,add_to_cart,14,Pen,1
1340,2023-12-07 04:01:12.857172,40,add_to_cart,6,T-Shirt,2
1341,2023-12-07 04:01:12.857172,41,add_to_cart,10,Jacket,2
1342,2023-12-07 04:01:12.857172,42,add_to_cart,30,Plant,4
1343,2023-12-07 04:01:12.857172,43,add_to_cart,29,Yoga Mat,2
1344,2023-12-07 04:01:12.857172,44,add_to_cart,36,Vacuum Cleaner,3
1345,2023-12-07 04:01:12.857172,45,add_to_cart,30,Plant,1
1346,2023-12-07 04:01:12.857172,46,add_to_cart,29,Yoga Mat,4
1347,2023-12-07 04:01:12.857172,47,add_to_cart,10,Jacket,2
1348,2023-12-07 04:01:12.857172,48,add_to_cart,1,Laptop,4
1349,2023-12-07 04:01:12.857172,49,add_to_cart,40,Curtains,1
1350,2023-12-07 04:01:12.857172,50,add_to_cart,3,Headphones,4
1351,2023-12-07 04:01:12.857172,51,add_to_cart,8,Sneakers,3
1352,2023-12-07 04:01:12.857172,52,add_to_cart,18,Blender,3
1353,2023-12-07 04:01:12.857172,53,add_to_cart,14,Pen,1
1354,2023-12-07 04:01:12.857172,54,add_to_cart,40,Curtains,4
1355,2023-12-07 04:01:12.857172,55,add_to_cart,26,Watch,3
1356,2023-12-07 04:01:12.857172,56,add_to_cart,30,Plant,4
1357,2023-12-07 04:01:12.857172,57,add_to_cart,36,Vacuum Cleaner,2
1358,2023-12-07 04:01:12.857172,58,add_to_cart,20,Toaster,2
1359,2023-12-07 04:01:12.857172,59,add_to_cart,49,Camping Tent,3
1360,2023-12-07 04:01:12.857172,60,add_to_cart,30,Plant,3
1361,2023-12-07 04:01:12.857172,61,add_to_cart,14,Pen,1
1362,2023-12-07 04:01:12.857172,62,add_to_cart,3,Headphones,3
1363,2023-12-07 04:01:12.857172,63,add_to_cart,50,Sleeping Bag,4
1364,2023-12-07 04:01:12.857172,64,add_to_cart,2,Smartphone,2
1365,2023-12-07 04:01:12.857172,65,add_to_cart,44,Candles,1
1366,2023-12-07 04:01:12.857172,66,add_to_cart,12,E-reader,1
1367,2023-12-07 04:01:12.857172,67,add_to_cart,22,Backpack,1
1368,2023-12-07 04:01:12.857172,68,add_to_cart,20,Toaster,2
1369,2023-12-07 04:01:12.857172,69,add_to_cart,11,Book,3
1370,2023-12-07 04:01:12.857172,70,add_to_cart,43,Dumbbells,4
1371,2023-12-07 04:01:12.857172,71,add_to_cart,42,Cookware Set,4
1372,2023-12-07 04:01:12.857172,72,add_to_cart,24,Fitness Tracker,1
1373,2023-12-07 04:01:12.857172,73,add_to_cart,16,Refrigerator,1
1374,2023-12-07 04:01:12.857172,74,add_to_cart,13,Notebook,2
1375,2023-12-07 04:01:12.857172,75,add_to_cart,15,Art Supplies,4
1376,2023-12-07 04:01:12.857172,76,add_to_cart,19,Coffee Maker,2
1377,2023-12-07 04:01:12.857172,77,add_to_cart,10,Jacket,4
1378,2023-12-07 04:01:12.857172,78,add_to_cart,32,Wallet,4
1379,2023-12-07 04:01:12.857172,79,add_to_cart,3,Headphones,4
1380,2023-12-07 04:01:12.857172,80,add_to_cart,33,Sweater,4
1381,2023-12-07 04:01:12.857172,81,add_to_cart,15,Art Supplies,2
1382,2023-12-07 04:01:12.857172,82,add_to_cart,27,Sunglasses,2
1383,2023-12-07 04:01:12.857172,83,add_to_cart,35,Umbrella,4
1384,2023-12-07 04:01:12.857172,84,add_to_cart,2,Smartphone,4
1385,2023-12-07 04:01:12.857172,85,add_to_cart,37,Air Purifier,4
1386,2023-12-07 04:01:12.857172,86,add_to_cart,34,Watch,1
1387,2023-12-07 04:01:12.857172,87,add_to_cart,18,Blender,1
1388,2023-12-07 04:01:12.857172,88,add_to_cart,19,Coffee Maker,2
1389,2023-12-07 04:01:12.857172,89,add_to_cart,21,Running Shoes,3
1390,2023-12-07 04:01:12.857172,90,add_to_cart,30,Plant,2
1391,2023-12-07 04:01:12.857172,91,add_to_cart,27,Sunglasses,1
1392,2023-12-07 04:01:12.857172,92,add_to_cart,25,Desk Chair,1
1393,2023-12-07 04:01:12.857172,93,add_to_cart,40,Curtains,4
1394,2023-12-07 04:01:12.857172,94,add_to_cart,20,Toaster,2
1395,2023-12-07 04:01:12.857172,95,add_to_cart,12,E-reader,1
1396,2023-12-07 04:01:12.857172,96,add_to_cart,37,Air Purifier,3
1397,2023-12-07 04:01:12.857172,97,add_to_cart,28,Water Bottle,1
1398,2023-12-07 04:01:12.857172,98,add_to_cart,37,Air Purifier,2
1399,2023-12-07 04:01:12.857172,99,add_to_cart,15,Art Supplies,2
1400,2023-12-07 04:01:12.857172,100,add_to_cart,44,Candles,3
