Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Search_Query
3401,2023-12-07 04:31:17.346316,1,product_search,-,laptop
3402,2023-12-07 04:31:17.346316,2,product_search,-,electronics
3403,2023-12-07 04:31:17.346316,3,product_search,-,clothing
3404,2023-12-07 04:31:17.346316,4,product_search,-,shoes
3405,2023-12-07 04:31:17.346316,5,product_search,-,shoes
3406,2023-12-07 04:31:17.346316,6,product_search,-,phone
3407,2023-12-07 04:31:17.346316,7,product_search,-,clothing
3408,2023-12-07 04:31:17.346316,8,product_search,-,shoes
3409,2023-12-07 04:31:17.346316,9,product_search,-,laptop
3410,2023-12-07 04:31:17.346316,10,product_search,-,electronics
3411,2023-12-07 04:31:17.346316,11,product_search,-,electronics
3412,2023-12-07 04:31:17.346316,12,product_search,-,clothing
3413,2023-12-07 04:31:17.346316,13,product_search,-,phone
3414,2023-12-07 04:31:17.346316,14,product_search,-,clothing
3415,2023-12-07 04:31:17.346316,15,product_search,-,laptop
3416,2023-12-07 04:31:17.346316,16,product_search,-,clothing
3417,2023-12-07 04:31:17.346316,17,product_search,-,laptop
3418,2023-12-07 04:31:17.346316,18,product_search,-,electronics
3419,2023-12-07 04:31:17.346316,19,product_search,-,laptop
3420,2023-12-07 04:31:17.346316,20,product_search,-,laptop
3421,2023-12-07 04:31:17.346316,21,product_search,-,laptop
3422,2023-12-07 04:31:17.346316,22,product_search,-,phone
3423,2023-12-07 04:31:17.346316,23,product_search,-,shoes
3424,2023-12-07 04:31:17.346316,24,product_search,-,phone
3425,2023-12-07 04:31:17.346316,25,product_search,-,phone
3426,2023-12-07 04:31:17.346316,26,product_search,-,electronics
3427,2023-12-07 04:31:17.346316,27,product_search,-,clothing
3428,2023-12-07 04:31:17.346316,28,product_search,-,phone
3429,2023-12-07 04:31:17.346316,29,product_search,-,laptop
3430,2023-12-07 04:31:17.346316,30,product_search,-,clothing
3431,2023-12-07 04:31:17.346316,31,product_search,-,clothing
3432,2023-12-07 04:31:17.346316,32,product_search,-,phone
3433,2023-12-07 04:31:17.346316,33,product_search,-,laptop
3434,2023-12-07 04:31:17.346316,34,product_search,-,electronics
3435,2023-12-07 04:31:17.346316,35,product_search,-,laptop
3436,2023-12-07 04:31:17.346316,36,product_search,-,phone
3437,2023-12-07 04:31:17.346316,37,product_search,-,shoes
3438,2023-12-07 04:31:17.346316,38,product_search,-,clothing
3439,2023-12-07 04:31:17.346316,39,product_search,-,phone
3440,2023-12-07 04:31:17.346316,40,product_search,-,electronics
3441,2023-12-07 04:31:17.346316,41,product_search,-,electronics
3442,2023-12-07 04:31:17.346316,42,product_search,-,phone
3443,2023-12-07 04:31:17.346316,43,product_search,-,laptop
3444,2023-12-07 04:31:17.346316,44,product_search,-,clothing
3445,2023-12-07 04:31:17.346316,45,product_search,-,clothing
3446,2023-12-07 04:31:17.346316,46,product_search,-,phone
3447,2023-12-07 04:31:17.346316,47,product_search,-,clothing
3448,2023-12-07 04:31:17.346316,48,product_search,-,laptop
3449,2023-12-07 04:31:17.346316,49,product_search,-,clothing
3450,2023-12-07 04:31:17.346316,50,product_search,-,shoes
3451,2023-12-07 04:31:17.346316,51,product_search,-,electronics
3452,2023-12-07 04:31:17.346316,52,product_search,-,shoes
3453,2023-12-07 04:31:17.346316,53,product_search,-,phone
3454,2023-12-07 04:31:17.346316,54,product_search,-,phone
3455,2023-12-07 04:31:17.346316,55,product_search,-,shoes
3456,2023-12-07 04:31:17.346316,56,product_search,-,shoes
3457,2023-12-07 04:31:17.346316,57,product_search,-,clothing
3458,2023-12-07 04:31:17.346316,58,product_search,-,electronics
3459,2023-12-07 04:31:17.346316,59,product_search,-,shoes
3460,2023-12-07 04:31:17.346316,60,product_search,-,shoes
3461,2023-12-07 04:31:17.346316,61,product_search,-,electronics
3462,2023-12-07 04:31:17.346316,62,product_search,-,clothing
3463,2023-12-07 04:31:17.346316,63,product_search,-,electronics
3464,2023-12-07 04:31:17.346316,64,product_search,-,electronics
3465,2023-12-07 04:31:17.346316,65,product_search,-,shoes
3466,2023-12-07 04:31:17.346316,66,product_search,-,laptop
3467,2023-12-07 04:31:17.346316,67,product_search,-,clothing
3468,2023-12-07 04:31:17.346316,68,product_search,-,electronics
3469,2023-12-07 04:31:17.346316,69,product_search,-,laptop
3470,2023-12-07 04:31:17.346316,70,product_search,-,phone
3471,2023-12-07 04:31:17.346316,71,product_search,-,electronics
3472,2023-12-07 04:31:17.346316,72,product_search,-,clothing
3473,2023-12-07 04:31:17.346316,73,product_search,-,electronics
3474,2023-12-07 04:31:17.346316,74,product_search,-,phone
3475,2023-12-07 04:31:17.346316,75,product_search,-,shoes
3476,2023-12-07 04:31:17.346316,76,product_search,-,shoes
3477,2023-12-07 04:31:17.346316,77,product_search,-,clothing
3478,2023-12-07 04:31:17.346316,78,product_search,-,shoes
3479,2023-12-07 04:31:17.346316,79,product_search,-,laptop
3480,2023-12-07 04:31:17.346316,80,product_search,-,laptop
3481,2023-12-07 04:31:17.346316,81,product_search,-,shoes
3482,2023-12-07 04:31:17.346316,82,product_search,-,clothing
3483,2023-12-07 04:31:17.346316,83,product_search,-,shoes
3484,2023-12-07 04:31:17.346316,84,product_search,-,laptop
3485,2023-12-07 04:31:17.346316,85,product_search,-,laptop
3486,2023-12-07 04:31:17.346316,86,product_search,-,clothing
3487,2023-12-07 04:31:17.346316,87,product_search,-,phone
3488,2023-12-07 04:31:17.346316,88,product_search,-,clothing
3489,2023-12-07 04:31:17.346316,89,product_search,-,clothing
3490,2023-12-07 04:31:17.346316,90,product_search,-,phone
3491,2023-12-07 04:31:17.346316,91,product_search,-,clothing
3492,2023-12-07 04:31:17.346316,92,product_search,-,clothing
3493,2023-12-07 04:31:17.346316,93,product_search,-,shoes
3494,2023-12-07 04:31:17.346316,94,product_search,-,electronics
3495,2023-12-07 04:31:17.346316,95,product_search,-,electronics
3496,2023-12-07 04:31:17.346316,96,product_search,-,clothing
3497,2023-12-07 04:31:17.346316,97,product_search,-,clothing
3498,2023-12-07 04:31:17.346316,98,product_search,-,phone
3499,2023-12-07 04:31:17.346316,99,product_search,-,shoes
3500,2023-12-07 04:31:17.346316,100,product_search,-,electronics
